HSAID,HSANAME,HRRID,HRRNAME
33003,NY- AMITYVILLE,301,NY- EAST LONG ISLAND
33004,NY- AMSTERDAM,295,NY- ALBANY
33005,NY- AUBURN,307,NY- SYRACUSE
33006,NY- BATAVIA,299,NY- BUFFALO
33007,NY- BATH,304,NY- ROCHESTER
33008,NY- BAY SHORE,301,NY- EAST LONG ISLAND
33009,NY- BETHPAGE,301,NY- EAST LONG ISLAND
33010,NY- BINGHAMTON,296,NY- BINGHAMTON
33011,NY- BROCKPORT,304,NY- ROCHESTER
33012,NY- BRONX,297,NY- BRONX
33013,NY- BRONXVILLE,308,NY- WHITE PLAINS
33014,NY- BROOKLYN,303,NY- NEW YORK
33015,NY- BUFFALO,299,NY- BUFFALO
33016,NY- CAMBRIDGE,295,NY- ALBANY
33017,NY- CANANDAIGUA,304,NY- ROCHESTER
33018,NY- CARMEL,111,CT- NEW HAVEN
33019,NY- CARTHAGE,307,NY- SYRACUSE
33020,NY- CATSKILL,295,NY- ALBANY
33022,NY- CLIFTON SPRINGS,304,NY- ROCHESTER
33023,NY- COBLESKILL,295,NY- ALBANY
33024,NY- COLD SPRING,308,NY- WHITE PLAINS
33025,NY- COOPERSTOWN,295,NY- ALBANY
33027,NY- CORNING,359,PA- SAYRE
33028,NY- CORNWALL,308,NY- WHITE PLAINS
33029,NY- CORTLAND,307,NY- SYRACUSE
33030,NY- CUBA,299,NY- BUFFALO
33031,NY- DANSVILLE,304,NY- ROCHESTER
33032,NY- DOBBS FERRY,308,NY- WHITE PLAINS
33033,NY- DUNKIRK,299,NY- BUFFALO
33034,NY- EAST MEADOW,301,NY- EAST LONG ISLAND
33035,NY- ELIZABETHTOWN,424,VT- BURLINGTON
33036,NY- ELLENVILLE,295,NY- ALBANY
33037,NY- ELMIRA,300,NY- ELMIRA
33038,NY- FAR ROCKAWAY,301,NY- EAST LONG ISLAND
33039,NY- FLUSHING,301,NY- EAST LONG ISLAND
33040,NY- FULTON,307,NY- SYRACUSE
33041,NY- GENEVA,304,NY- ROCHESTER
33042,NY- GLEN COVE,301,NY- EAST LONG ISLAND
33043,NY- GLENS FALLS,295,NY- ALBANY
33044,NY- GLOVERSVILLE,295,NY- ALBANY
33045,NY- GOSHEN,292,NJ- RIDGEWOOD
33046,NY- GOUVERNEUR,307,NY- SYRACUSE
33047,NY- GOWANDA,299,NY- BUFFALO
33048,NY- GREENPORT,301,NY- EAST LONG ISLAND
33049,NY- HAMILTON,307,NY- SYRACUSE
33050,NY- HARRIS,295,NY- ALBANY
33052,NY- HORNELL,304,NY- ROCHESTER
33053,NY- HUNTINGTON,301,NY- EAST LONG ISLAND
33055,NY- IRVING,299,NY- BUFFALO
33056,NY- ITHACA,304,NY- ROCHESTER
33057,NY- JAMAICA,301,NY- EAST LONG ISLAND
33058,NY- JAMESTOWN,351,PA- ERIE
33059,NY- KENMORE,299,NY- BUFFALO
33060,NY- KINGSTON,295,NY- ALBANY
33061,NY- LACKAWANNA,299,NY- BUFFALO
33063,NY- LEWISTON,299,NY- BUFFALO
33064,NY- LITTLE FALLS,300,NY- ELMIRA
33065,NY- LOCKPORT,299,NY- BUFFALO
33066,NY- LONG BEACH,303,NY- NEW YORK
33067,NY- LONG ISLAND CITY,303,NY- NEW YORK
33068,NY- LOWVILLE,307,NY- SYRACUSE
33069,NY- MALONE,424,VT- BURLINGTON
33070,NY- MANHASSET,301,NY- EAST LONG ISLAND
33071,NY- MARGARETVILLE,295,NY- ALBANY
33072,NY- MASSENA,424,VT- BURLINGTON
33073,NY- MEDINA,299,NY- BUFFALO
33074,NY- MIDDLETOWN,308,NY- WHITE PLAINS
33075,NY- MINEOLA,301,NY- EAST LONG ISLAND
33076,NY- MONTOUR FALLS,300,NY- ELMIRA
33077,NY- MOUNT KISCO,308,NY- WHITE PLAINS
33078,NY- MOUNT VERNON,308,NY- WHITE PLAINS
33079,NY- NEW ROCHELLE,297,NY- BRONX
33080,NY- NEW YORK,303,NY- NEW YORK
33081,NY- NEWARK,304,NY- ROCHESTER
33082,NY- NEWBURGH,308,NY- WHITE PLAINS
33083,NY- NEWFANE,299,NY- BUFFALO
33084,NY- NIAGARA FALLS,299,NY- BUFFALO
33085,NY- NORTH TARRYTOWN,308,NY- WHITE PLAINS
33086,NY- NORTH TONAWANDA,299,NY- BUFFALO
33087,NY- NORWICH,296,NY- BINGHAMTON
33088,NY- NYACK,284,NJ- HACKENSACK
33089,NY- OCEANSIDE,301,NY- EAST LONG ISLAND
33090,NY- OGDENSBURG,307,NY- SYRACUSE
33091,NY- OLEAN,299,NY- BUFFALO
33092,NY- ONEIDA,307,NY- SYRACUSE
33093,NY- ONEONTA,296,NY- BINGHAMTON
33094,NY- OSWEGO,307,NY- SYRACUSE
33095,NY- PATCHOGUE,301,NY- EAST LONG ISLAND
33096,NY- PEEKSKILL,308,NY- WHITE PLAINS
33097,NY- PENN YAN,304,NY- ROCHESTER
33098,NY- PLAINVIEW,301,NY- EAST LONG ISLAND
33099,NY- PLATTSBURGH,424,VT- BURLINGTON
33100,NY- PORT CHESTER,308,NY- WHITE PLAINS
33101,NY- PORT JEFFERSON,301,NY- EAST LONG ISLAND
33102,NY- PORT JERVIS,285,NJ- MORRISTOWN
33103,NY- POTSDAM,424,VT- BURLINGTON
33104,NY- POUGHKEEPSIE,295,NY- ALBANY
33105,NY- RHINEBECK,295,NY- ALBANY
33106,NY- RIVERHEAD,301,NY- EAST LONG ISLAND
33107,NY- ROCHESTER,304,NY- ROCHESTER
33108,NY- ROCKVILLE CENTRE,301,NY- EAST LONG ISLAND
33109,NY- ROME,307,NY- SYRACUSE
33111,NY- SARANAC LAKE,424,VT- BURLINGTON
33112,NY- SARATOGA SPRINGS,295,NY- ALBANY
33113,NY- SCHENECTADY,295,NY- ALBANY
33114,NY- SEAFORD,301,NY- EAST LONG ISLAND
33115,NY- SIDNEY,296,NY- BINGHAMTON
33116,NY- SMITHTOWN,301,NY- EAST LONG ISLAND
33117,NY- SODUS,304,NY- ROCHESTER
33118,NY- SOUTHAMPTON,301,NY- EAST LONG ISLAND
33119,NY- SPRINGVILLE,299,NY- BUFFALO
33120,NY- STAR LAKE,307,NY- SYRACUSE
33121,NY- STATEN ISLAND,303,NY- NEW YORK
33122,NY- STONY BROOK,301,NY- EAST LONG ISLAND
33123,NY- SUFFERN,292,NJ- RIDGEWOOD
33124,NY- SYOSSET,301,NY- EAST LONG ISLAND
33125,NY- SYRACUSE,307,NY- SYRACUSE
33126,NY- TICONDEROGA,424,VT- BURLINGTON
33127,NY- TROY,295,NY- ALBANY
33128,NY- UTICA,300,NY- ELMIRA
33130,NY- VALLEY STREAM,301,NY- EAST LONG ISLAND
33131,NY- WALTON,296,NY- BINGHAMTON
33132,NY- WARSAW,304,NY- ROCHESTER
33133,NY- WARWICK,292,NJ- RIDGEWOOD
33135,NY- WATERTOWN,307,NY- SYRACUSE
33136,NY- WELLSVILLE,304,NY- ROCHESTER
33137,NY- WEST ISLIP,301,NY- EAST LONG ISLAND
33138,NY- WESTFIELD,351,PA- ERIE
33139,NY- WHITE PLAINS,308,NY- WHITE PLAINS
33140,NY- YONKERS,308,NY- WHITE PLAINS
33142,NY- CALLICOON,296,NY- BINGHAMTON
34001,NC- AHOSKIE,314,NC- GREENVILLE
34002,NC- ALBEMARLE,311,NC- CHARLOTTE
34003,NC- ANDREWS,309,NC- ASHEVILLE
34004,NC- ASHEBORO,313,NC- GREENSBORO
34005,NC- ASHEVILLE,309,NC- ASHEVILLE
34006,NC- BANNER ELK,375,TN- JOHNSON CITY
34007,NC- BELHAVEN,314,NC- GREENVILLE
34008,NC- BLOWING ROCK,309,NC- ASHEVILLE
34010,NC- BOONE,375,TN- JOHNSON CITY
34011,NC- BREVARD,309,NC- ASHEVILLE
34012,NC- BRYSON CITY,309,NC- ASHEVILLE
34013,NC- BURGAW,319,NC- WILMINGTON
34014,NC- BURLINGTON,312,NC- DURHAM
34015,NC- CHAPEL HILL,312,NC- DURHAM
34016,NC- CHARLOTTE,311,NC- CHARLOTTE
34017,NC- CLINTON,318,NC- RALEIGH
34018,NC- CLYDE,309,NC- ASHEVILLE
34019,NC- COLUMBUS,369,SC- SPARTANBURG
34020,NC- CONCORD,311,NC- CHARLOTTE
34021,NC- CROSSNORE,309,NC- ASHEVILLE
34023,NC- DUNN,318,NC- RALEIGH
34024,NC- DURHAM,312,NC- DURHAM
34025,NC- EDEN,313,NC- GREENSBORO
34026,NC- EDENTON,314,NC- GREENVILLE
34027,NC- ELIZABETH CITY,430,VA- NORFOLK
34028,NC- ELIZABETHTOWN,319,NC- WILMINGTON
34029,NC- ELKIN,320,NC- WINSTON-SALEM
34030,NC- ERWIN,318,NC- RALEIGH
34031,NC- FAYETTEVILLE,318,NC- RALEIGH
34033,NC- FRANKLIN,309,NC- ASHEVILLE
34034,NC- GASTONIA,311,NC- CHARLOTTE
34035,NC- GOLDSBORO,318,NC- RALEIGH
34036,NC- GREENSBORO,313,NC- GREENSBORO
34037,NC- GREENVILLE,314,NC- GREENVILLE
34038,NC- HAMLET,311,NC- CHARLOTTE
34039,NC- HENDERSON,312,NC- DURHAM
34040,NC- HENDERSONVILLE,309,NC- ASHEVILLE
34041,NC- HICKORY,315,NC- HICKORY
34042,NC- HIGH POINT,320,NC- WINSTON-SALEM
34043,NC- HIGHLANDS,309,NC- ASHEVILLE
34044,NC- JACKSONVILLE,314,NC- GREENVILLE
34045,NC- JEFFERSON,320,NC- WINSTON-SALEM
34046,NC- KENANSVILLE,314,NC- GREENVILLE
34047,NC- KINGS MOUNTAIN,311,NC- CHARLOTTE
34048,NC- KINSTON,314,NC- GREENVILLE
34049,NC- LAURINBURG,312,NC- DURHAM
34050,NC- LENOIR,315,NC- HICKORY
34051,NC- LEXINGTON,320,NC- WINSTON-SALEM
34052,NC- LINCOLNTON,311,NC- CHARLOTTE
34053,NC- LOUISBURG,318,NC- RALEIGH
34054,NC- LUMBERTON,312,NC- DURHAM
34055,NC- MARION,309,NC- ASHEVILLE
34056,NC- MOCKSVILLE,320,NC- WINSTON-SALEM
34057,NC- MONROE,311,NC- CHARLOTTE
34058,NC- MOORESVILLE,311,NC- CHARLOTTE
34059,NC- MOREHEAD CITY,314,NC- GREENVILLE
34060,NC- MORGANTON,311,NC- CHARLOTTE
34061,NC- MOUNT AIRY,320,NC- WINSTON-SALEM
34062,NC- MURPHY,144,GA- ATLANTA
34063,NC- NEW BERN,314,NC- GREENVILLE
34064,NC- NORTH WILKESBORO,320,NC- WINSTON-SALEM
34065,NC- OXFORD,312,NC- DURHAM
34066,NC- PINEHURST,312,NC- DURHAM
34067,NC- PLYMOUTH,314,NC- GREENVILLE
34068,NC- RALEIGH,318,NC- RALEIGH
34069,NC- REIDSVILLE,313,NC- GREENSBORO
34070,NC- ROANOKE RAPIDS,318,NC- RALEIGH
34071,NC- ROCKINGHAM,311,NC- CHARLOTTE
34072,NC- ROCKY MOUNT,318,NC- RALEIGH
34073,NC- ROXBORO,312,NC- DURHAM
34074,NC- RUTHERFORDTON,311,NC- CHARLOTTE
34075,NC- SALISBURY,311,NC- CHARLOTTE
34076,NC- SANFORD,312,NC- DURHAM
34079,NC- SHELBY,311,NC- CHARLOTTE
34080,NC- SILER CITY,313,NC- GREENSBORO
34081,NC- SMITHFIELD,318,NC- RALEIGH
34082,NC- SOUTHPORT,319,NC- WILMINGTON
34083,NC- SPARTA,320,NC- WINSTON-SALEM
34084,NC- SPRUCE PINE,309,NC- ASHEVILLE
34085,NC- STATESVILLE,320,NC- WINSTON-SALEM
34086,NC- SUPPLY,319,NC- WILMINGTON
34087,NC- SYLVA,309,NC- ASHEVILLE
34088,NC- TARBORO,314,NC- GREENVILLE
34089,NC- TAYLORSVILLE,315,NC- HICKORY
34090,NC- THOMASVILLE,320,NC- WINSTON-SALEM
34091,NC- TROY,313,NC- GREENSBORO
34092,NC- VALDESE,315,NC- HICKORY
34093,NC- WADESBORO,311,NC- CHARLOTTE
34094,NC- WASHINGTON,314,NC- GREENVILLE
34095,NC- WHITEVILLE,319,NC- WILMINGTON
34096,NC- WILLIAMSTON,314,NC- GREENVILLE
34097,NC- WILMINGTON,319,NC- WILMINGTON
34098,NC- WILSON,318,NC- RALEIGH
34099,NC- WINDSOR,314,NC- GREENVILLE
34100,NC- WINSTON-SALEM,320,NC- WINSTON-SALEM
34102,NC- CHEROKEE,309,NC- ASHEVILLE
35001,ND- ASHLEY,321,ND- BISMARCK
35002,ND- BISMARCK,321,ND- BISMARCK
35003,ND- BOTTINEAU,324,ND- MINOT
35004,ND- BOWMAN,321,ND- BISMARCK
35005,ND- CANDO,323,ND- GRAND FORKS
35006,ND- CARRINGTON,322,ND- FARGO MOORHEAD -MN
35007,ND- CAVALIER,323,ND- GRAND FORKS
35008,ND- COOPERSTOWN,322,ND- FARGO MOORHEAD -MN
35009,ND- CROSBY,324,ND- MINOT
35010,ND- DEVILS LAKE,322,ND- FARGO MOORHEAD -MN
35011,ND- DICKINSON,321,ND- BISMARCK
35012,ND- ELGIN,321,ND- BISMARCK
35014,ND- FARGO MOORHEAD -MN,322,ND- FARGO MOORHEAD -MN
35017,ND- GRAND FORKS,323,ND- GRAND FORKS
35019,ND- HARVEY,321,ND- BISMARCK
35020,ND- HAZEN,321,ND- BISMARCK
35021,ND- HETTINGER,321,ND- BISMARCK
35022,ND- HILLSBORO,322,ND- FARGO MOORHEAD -MN
35023,ND- JAMESTOWN,322,ND- FARGO MOORHEAD -MN
35025,ND- LANGDON,323,ND- GRAND FORKS
35026,ND- LINTON,321,ND- BISMARCK
35027,ND- LISBON,322,ND- FARGO MOORHEAD -MN
35029,ND- MAYVILLE,322,ND- FARGO MOORHEAD -MN
35030,ND- MCVILLE,323,ND- GRAND FORKS
35031,ND- MINOT,324,ND- MINOT
35034,ND- NORTHWOOD,323,ND- GRAND FORKS
35035,ND- OAKES,322,ND- FARGO MOORHEAD -MN
35036,ND- PARK RIVER,323,ND- GRAND FORKS
35038,ND- ROLLA,323,ND- GRAND FORKS
35039,ND- RUGBY,324,ND- MINOT
35040,ND- STANLEY,324,ND- MINOT
35041,ND- TIOGA,324,ND- MINOT
35042,ND- TURTLE LAKE,321,ND- BISMARCK
35043,ND- VALLEY CITY,322,ND- FARGO MOORHEAD -MN
35044,ND- WATFORD CITY,321,ND- BISMARCK
35045,ND- WILLISTON,324,ND- MINOT
35046,ND- WISHEK,321,ND- BISMARCK
36001,OH- AKRON,325,OH- AKRON
36002,OH- ALLIANCE,326,OH- CANTON
36004,OH- ASHLAND,329,OH- COLUMBUS
36005,OH- ASHTABULA,328,OH- CLEVELAND
36006,OH- ATHENS,329,OH- COLUMBUS
36007,OH- BARBERTON,325,OH- AKRON
36008,OH- BARNESVILLE,329,OH- COLUMBUS
36009,OH- BATAVIA,327,OH- CINCINNATI
36010,OH- BEDFORD,328,OH- CLEVELAND
36011,OH- BELLAIRE,357,PA- PITTSBURGH
36012,OH- BELLEFONTAINE,329,OH- COLUMBUS
36013,OH- BELLEVUE,328,OH- CLEVELAND
36014,OH- BLUFFTON,330,OH- DAYTON
36015,OH- BOWLING GREEN,334,OH- TOLEDO
36016,OH- BRYAN,180,IN- FORT WAYNE
36017,OH- BUCYRUS,329,OH- COLUMBUS
36018,OH- CADIZ,357,PA- PITTSBURGH
36019,OH- CAMBRIDGE,329,OH- COLUMBUS
36020,OH- CANTON,326,OH- CANTON
36021,OH- CHARDON,328,OH- CLEVELAND
36022,OH- CHILLICOTHE,329,OH- COLUMBUS
36023,OH- CINCINNATI,327,OH- CINCINNATI
36024,OH- CIRCLEVILLE,329,OH- COLUMBUS
36025,OH- CLEVELAND,328,OH- CLEVELAND
36026,OH- COLDWATER,330,OH- DAYTON
36027,OH- COLUMBUS,329,OH- COLUMBUS
36028,OH- CONNEAUT,351,PA- ERIE
36029,OH- COSHOCTON,329,OH- COLUMBUS
36032,OH- DAYTON,330,OH- DAYTON
36033,OH- DEFIANCE,180,IN- FORT WAYNE
36034,OH- DELAWARE,329,OH- COLUMBUS
36035,OH- DENNISON,326,OH- CANTON
36036,OH- DOVER,326,OH- CANTON
36037,OH- EAST LIVERPOOL,357,PA- PITTSBURGH
36038,OH- ELYRIA,331,OH- ELYRIA
36039,OH- EUCLID,328,OH- CLEVELAND
36040,OH- FINDLAY,334,OH- TOLEDO
36041,OH- FOSTORIA,334,OH- TOLEDO
36042,OH- FREMONT,334,OH- TOLEDO
36043,OH- GALION,329,OH- COLUMBUS
36044,OH- GALLIPOLIS,329,OH- COLUMBUS
36045,OH- GARFIELD HEIGHTS,328,OH- CLEVELAND
36046,OH- GENEVA,328,OH- CLEVELAND
36047,OH- GEORGETOWN,327,OH- CINCINNATI
36048,OH- GREENFIELD,329,OH- COLUMBUS
36049,OH- GREENVILLE,330,OH- DAYTON
36050,OH- HAMILTON,327,OH- CINCINNATI
36051,OH- HICKSVILLE,180,IN- FORT WAYNE
36052,OH- HILLSBORO,327,OH- CINCINNATI
36053,OH- IRONTON,444,WV- HUNTINGTON
36054,OH- KENTON,329,OH- COLUMBUS
36055,OH- KETTERING,332,OH- KETTERING
36056,OH- LAKEWOOD,328,OH- CLEVELAND
36057,OH- LANCASTER,329,OH- COLUMBUS
36058,OH- LIMA,330,OH- DAYTON
36059,OH- LODI,328,OH- CLEVELAND
36060,OH- LOGAN,329,OH- COLUMBUS
36061,OH- LONDON,329,OH- COLUMBUS
36062,OH- LORAIN,331,OH- ELYRIA
36063,OH- LOUDONVILLE,329,OH- COLUMBUS
36064,OH- MANSFIELD,329,OH- COLUMBUS
36065,OH- MARIETTA,329,OH- COLUMBUS
36066,OH- MARION,329,OH- COLUMBUS
36067,OH- MARTINS FERRY,357,PA- PITTSBURGH
36068,OH- MARYSVILLE,329,OH- COLUMBUS
36069,OH- MASSILLON,326,OH- CANTON
36070,OH- MAUMEE,334,OH- TOLEDO
36071,OH- MAYFIELD HEIGHTS,328,OH- CLEVELAND
36072,OH- MEDINA,328,OH- CLEVELAND
36074,OH- MIDDLETOWN,332,OH- KETTERING
36075,OH- MILLERSBURG,326,OH- CANTON
36076,OH- MOUNT GILEAD,329,OH- COLUMBUS
36077,OH- MOUNT VERNON,329,OH- COLUMBUS
36078,OH- NAPOLEON,334,OH- TOLEDO
36079,OH- NELSONVILLE,329,OH- COLUMBUS
36080,OH- NEWARK,329,OH- COLUMBUS
36081,OH- NORWALK,328,OH- CLEVELAND
36083,OH- OBERLIN,328,OH- CLEVELAND
36084,OH- OREGON,334,OH- TOLEDO
36085,OH- ORRVILLE,326,OH- CANTON
36086,OH- OXFORD,327,OH- CINCINNATI
36087,OH- PAINESVILLE,328,OH- CLEVELAND
36088,OH- PARMA,328,OH- CLEVELAND
36089,OH- PAULDING,180,IN- FORT WAYNE
36090,OH- PIQUA,330,OH- DAYTON
36091,OH- POMEROY,329,OH- COLUMBUS
36092,OH- PORT CLINTON,334,OH- TOLEDO
36093,OH- PORTSMOUTH,329,OH- COLUMBUS
36094,OH- RAVENNA,325,OH- AKRON
36095,OH- SALEM,335,OH- YOUNGSTOWN
36096,OH- SANDUSKY,328,OH- CLEVELAND
36097,OH- SHELBY,329,OH- COLUMBUS
36098,OH- SIDNEY,330,OH- DAYTON
36099,OH- SPRINGFIELD,330,OH- DAYTON
36100,OH- ST MARYS,330,OH- DAYTON
36101,OH- STEUBENVILLE,357,PA- PITTSBURGH
36102,OH- SYLVANIA,334,OH- TOLEDO
36103,OH- TIFFIN,334,OH- TOLEDO
36104,OH- TOLEDO,334,OH- TOLEDO
36105,OH- TROY,330,OH- DAYTON
36106,OH- UPPER SANDUSKY,329,OH- COLUMBUS
36107,OH- URBANA,330,OH- DAYTON
36108,OH- VAN WERT,180,IN- FORT WAYNE
36109,OH- WADSWORTH,325,OH- AKRON
36110,OH- WARREN,335,OH- YOUNGSTOWN
36112,OH- WASHINGTON CT HOUSE,329,OH- COLUMBUS
36113,OH- WAUSEON,334,OH- TOLEDO
36114,OH- WAVERLY,329,OH- COLUMBUS
36116,OH- WEST UNION,327,OH- CINCINNATI
36118,OH- WESTLAKE,328,OH- CLEVELAND
36119,OH- WILLARD,329,OH- COLUMBUS
36120,OH- WILMINGTON,327,OH- CINCINNATI
36121,OH- WOOSTER,326,OH- CANTON
36122,OH- XENIA,332,OH- KETTERING
36123,OH- YOUNGSTOWN,335,OH- YOUNGSTOWN
36124,OH- ZANESVILLE,329,OH- COLUMBUS
37001,OK- ADA,339,OK- OKLAHOMA CITY
37002,OK- ALTUS,339,OK- OKLAHOMA CITY
37003,OK- ALVA,339,OK- OKLAHOMA CITY
37004,OK- ANADARKO,336,OK- LAWTON
37005,OK- ANTLERS,339,OK- OKLAHOMA CITY
37006,OK- ARDMORE,339,OK- OKLAHOMA CITY
37007,OK- ATOKA,339,OK- OKLAHOMA CITY
37008,OK- BARTLESVILLE,340,OK- TULSA
37009,OK- BEAVER,339,OK- OKLAHOMA CITY
37011,OK- BLACKWELL,339,OK- OKLAHOMA CITY
37015,OK- BUFFALO,339,OK- OKLAHOMA CITY
37016,OK- CARNEGIE,336,OK- LAWTON
37018,OK- CHEYENNE,339,OK- OKLAHOMA CITY
37019,OK- CHICKASHA,339,OK- OKLAHOMA CITY
37020,OK- CLAREMORE,340,OK- TULSA
37022,OK- CLINTON,339,OK- OKLAHOMA CITY
37023,OK- COALGATE,340,OK- TULSA
37024,OK- CORDELL,339,OK- OKLAHOMA CITY
37025,OK- CUSHING,340,OK- TULSA
37026,OK- DRUMRIGHT,340,OK- TULSA
37027,OK- DUNCAN,336,OK- LAWTON
37028,OK- DURANT,391,TX- DALLAS
37029,OK- EDMOND,339,OK- OKLAHOMA CITY
37030,OK- EL RENO,339,OK- OKLAHOMA CITY
37031,OK- ELK CITY,339,OK- OKLAHOMA CITY
37032,OK- ENID,339,OK- OKLAHOMA CITY
37033,OK- EUFAULA,340,OK- TULSA
37034,OK- FAIRFAX,340,OK- TULSA
37035,OK- FAIRVIEW,339,OK- OKLAHOMA CITY
37036,OK- FREDERICK,336,OK- LAWTON
37037,OK- GROVE,267,MO- JOPLIN
37038,OK- GUTHRIE,339,OK- OKLAHOMA CITY
37039,OK- GUYMON,383,TX- AMARILLO
37042,OK- HOBART,339,OK- OKLAHOMA CITY
37043,OK- HOLDENVILLE,339,OK- OKLAHOMA CITY
37044,OK- HOLLIS,339,OK- OKLAHOMA CITY
37047,OK- IDABEL,22,AR- TEXARKANA
37048,OK- KINGFISHER,339,OK- OKLAHOMA CITY
37049,OK- LAWTON,336,OK- LAWTON
37050,OK- LINDSAY,339,OK- OKLAHOMA CITY
37051,OK- MADILL,339,OK- OKLAHOMA CITY
37052,OK- MANGUM,339,OK- OKLAHOMA CITY
37053,OK- MARIETTA,339,OK- OKLAHOMA CITY
37054,OK- MCALESTER,340,OK- TULSA
37055,OK- MIAMI,267,MO- JOPLIN
37056,OK- MIDWEST CITY,339,OK- OKLAHOMA CITY
37058,OK- MUSKOGEE,340,OK- TULSA
37059,OK- NORMAN,339,OK- OKLAHOMA CITY
37062,OK- OKEENE,339,OK- OKLAHOMA CITY
37063,OK- OKLAHOMA CITY,339,OK- OKLAHOMA CITY
37064,OK- OKMULGEE,340,OK- TULSA
37065,OK- PAULS VALLEY,339,OK- OKLAHOMA CITY
37066,OK- PAWHUSKA,340,OK- TULSA
37067,OK- PAWNEE,340,OK- TULSA
37068,OK- PERRY,339,OK- OKLAHOMA CITY
37069,OK- PONCA CITY,339,OK- OKLAHOMA CITY
37070,OK- POTEAU,16,AR- FORT SMITH
37071,OK- PRAGUE,339,OK- OKLAHOMA CITY
37072,OK- PRYOR,340,OK- TULSA
37073,OK- PURCELL,339,OK- OKLAHOMA CITY
37074,OK- SALLISAW,16,AR- FORT SMITH
37075,OK- SAPULPA,340,OK- TULSA
37076,OK- SAYRE,339,OK- OKLAHOMA CITY
37077,OK- SEILING,339,OK- OKLAHOMA CITY
37079,OK- SHATTUCK,339,OK- OKLAHOMA CITY
37080,OK- SHAWNEE,339,OK- OKLAHOMA CITY
37081,OK- STIGLER,16,AR- FORT SMITH
37082,OK- STILLWATER,340,OK- TULSA
37083,OK- STROUD,339,OK- OKLAHOMA CITY
37084,OK- SULPHUR,339,OK- OKLAHOMA CITY
37085,OK- TAHLEQUAH,340,OK- TULSA
37087,OK- TISHOMINGO,339,OK- OKLAHOMA CITY
37088,OK- TULSA,340,OK- TULSA
37089,OK- VINITA,340,OK- TULSA
37090,OK- WAGONER,340,OK- TULSA
37091,OK- WATONGA,339,OK- OKLAHOMA CITY
37092,OK- WAURIKA,336,OK- LAWTON
37093,OK- WEATHERFORD,339,OK- OKLAHOMA CITY
37094,OK- WETUMKA,339,OK- OKLAHOMA CITY
37096,OK- WILBURTON,16,AR- FORT SMITH
37097,OK- WOODWARD,339,OK- OKLAHOMA CITY
37101,OK- STILWELL,340,OK- TULSA
38001,OR- ALBANY,342,OR- EUGENE
38002,OR- ASHLAND,343,OR- MEDFORD
38003,OR- ASTORIA,344,OR- PORTLAND
38004,OR- BAKER,151,ID- BOISE
38006,OR- BEND,341,OR- BEND
38007,OR- BURNS,341,OR- BEND
38010,OR- COOS BAY,342,OR- EUGENE
38012,OR- CORVALLIS,342,OR- EUGENE
38013,OR- COTTAGE GROVE,342,OR- EUGENE
38014,OR- DALLAS,345,OR- SALEM
38015,OR- ENTERPRISE,440,WA- SPOKANE
38016,OR- EUGENE,342,OR- EUGENE
38017,OR- FLORENCE,342,OR- EUGENE
38019,OR- GOLD BEACH,343,OR- MEDFORD
38020,OR- GRANTS PASS,343,OR- MEDFORD
38022,OR- HEPPNER,344,OR- PORTLAND
38023,OR- HERMISTON,344,OR- PORTLAND
38024,OR- HILLSBORO,344,OR- PORTLAND
38025,OR- HOOD RIVER,344,OR- PORTLAND
38026,OR- JOHN DAY,341,OR- BEND
38027,OR- KLAMATH FALLS,343,OR- MEDFORD
38028,OR- LA GRANDE,344,OR- PORTLAND
38029,OR- LAKEVIEW,343,OR- MEDFORD
38030,OR- LEBANON,342,OR- EUGENE
38031,OR- LINCOLN CITY,344,OR- PORTLAND
38032,OR- MADRAS,341,OR- BEND
38033,OR- MCMINNVILLE,344,OR- PORTLAND
38034,OR- MEDFORD,343,OR- MEDFORD
38037,OR- NEWBERG,344,OR- PORTLAND
38038,OR- NEWPORT,344,OR- PORTLAND
38040,OR- ONTARIO,151,ID- BOISE
38041,OR- OREGON CITY,344,OR- PORTLAND
38042,OR- PENDLETON,344,OR- PORTLAND
38043,OR- PORTLAND,344,OR- PORTLAND
38044,OR- PRINEVILLE,341,OR- BEND
38045,OR- REDMOND,341,OR- BEND
38047,OR- ROSEBURG,342,OR- EUGENE
38048,OR- SALEM,345,OR- SALEM
38049,OR- SEASIDE,344,OR- PORTLAND
38050,OR- SILVERTON,344,OR- PORTLAND
38051,OR- SPRINGFIELD,342,OR- EUGENE
38054,OR- THE DALLES,344,OR- PORTLAND
38055,OR- TILLAMOOK/WHEELER,344,OR- PORTLAND
38056,OR- TUALATIN,344,OR- PORTLAND
39001,PA- ABINGTON,356,PA- PHILADELPHIA
39002,PA- ALIQUIPPA,357,PA- PITTSBURGH
39003,PA- ALLENTOWN,346,PA- ALLENTOWN
39004,PA- ALTOONA,347,PA- ALTOONA
39005,PA- ASHLAND,358,PA- READING
39006,PA- BEAVER,357,PA- PITTSBURGH
39007,PA- BERWICK,350,PA- DANVILLE
39008,PA- BETHLEHEM,346,PA- ALLENTOWN
39009,PA- BLOOMSBURG,350,PA- DANVILLE
39010,PA- BRADDOCK,357,PA- PITTSBURGH
39011,PA- BRADFORD,351,PA- ERIE
39012,PA- BRISTOL,356,PA- PHILADELPHIA
39013,PA- BROOKVILLE,357,PA- PITTSBURGH
