HRR #,HRR City,State,Resident Population (2006),"Acute Care Hospital Beds per 1,000 Residents (2006)","Hospital-based Registered Nurses per 1,000 Residents (2006)","FTE Hospital Employees per 1,000 Residents (2006)","Total Physicians per 100,000 Residents (2006)","Primary Care Physicians per 100,000 Residents (2006)","Total Specialists per 100,000 Residents (2006)","Medical Specialists per 100,000 Residents (2006)","Hospital-Based Physicians per 100,000 Residents (2006)","Surgeons per 100,000 Residents (2006)","Resident Physicians per 100,000 Residents (2006)","Allergists/ Immunologists per 100,000 Residents (2006)","Anesthesiologists per 100,000 Residents (2006)","Cardiologists per 100,000 Residents (2006)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (2006)","Critical Care Physicians per 100,000 Residents (2006)","Dermatologists per 100,000 Residents (2006)","Emergency Medicine Physicians per 100,000 Residents (2006)","Endocrinologists per 100,000 Residents (2006)","Family Practice Physicians per 100,000 Residents (2006)","Geriatricians per 100,000 Residents (2006)","General Surgeons per 100,000 Residents (2006)","Gastroenterologists per 100,000 Residents (2006)","Hematologists/ Oncologists per 100,000 Residents (2006)","Infectious Disease Specialists per 100,000 Residents (2006)","Internal Medicine Physicians per 100,000 Residents (2006)","Neonatologists per 100,000 Residents (2006)","Nephrologists per 100,000 Residents (2006)","Neurosurgeons per 100,000 Residents (2006)","Neurologists per 100,000 Residents (2006)","Obstetrician/ Gynecologists per 100,000 Women Age 15-44 (2006)","Ophthalmologists per 100,000 Residents (2006)","Orthopedic Surgeons per 100,000 Residents (2006)","Otolaryngologists per 100,000 Residents (2006)","Pathologists per 100,000 Residents (2006)","Pediatricians per 100,000 Residents (2006)","Plastic & Reconstructive Surgeons per 100,000 Residents (2006)","Psychiatrists per 100,000 Residents (2006)","Pulmonologists per 100,000 Residents (2006)","Radiologists per 100,000 Residents (2006)","Radiation Oncologists per 100,000 Residents (2006)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (2006)","Rheumatologists per 100,000 Residents (2006)","Urologists per 100,000 Residents (2006)","Vascular Surgeons per 100,000 Residents (2006)"
399,Longview,TX,191790,3.04110248397741,4.4452830929247,14.6644962139785,162.0008,47.5729,112.4118,40.2434,23.652,40.7507,7.8507,0.6862,10.5336,5.5612,2.0018,2.0179,2.4534,12.7404,0.6401,22.0025,0.4703,7.0714,1.9942,2.47,0.6122,17.7763,0.5253,2.3989,2.0515,2.8113,59.8185,3.6603,6.4177,2.7548,3.9334,7.8795,1.5088,5.2713,1.8845,6.9457,0.6295,1.1712,0.2386,2.4177,0.2766
400,Lubbock,TX,661770,3.99278437882646,4.62917809647176,17.9593459192607,166.271,59.6346,104.174,32.0172,24.9885,37.4284,34.6735,1,11.736,6.1216,1.6935,0.7374,2.294,4.2843,0.7241,30.8616,0.3586,7.9139,3.1821,2.4868,0.6955,18.95,0.8127,1.5656,1.4233,2.263,44.6687,4.7135,6.0906,2.054,4.8077,9.9922,0.8208,6.4519,1.0343,6.2591,0.9869,1.4578,1.0277,2.4643,0.5369
402,McAllen,TX,601215,3.09234476749571,3.12197566203408,10.5053855727319,116.0436,45.0773,68.3391,23.3665,16.396,24.1491,6.4665,0.3554,6.0234,5.1052,0.3116,0.7105,0.6532,1.5292,0.7701,22.581,0.5375,3.9236,1.8832,1.9488,1.6902,14.2458,0.779,1.6775,0.8509,1.5442,33.6872,3.684,3.4017,2.0924,1.4673,8.4286,0.7954,2.8557,1.6122,2.8341,0.8506,1.0434,1.2045,1.6159,0.2513
406,Odessa,TX,321498,2.79467300192554,3.42888020839185,13.5556161251231,135.7845,43.9217,90.1828,28.4848,20.1951,35.3439,21.572,1.1538,7.7253,4.4395,1.951,1.5526,1.397,5.453,0.9474,16.9404,0.3357,6.2245,1.703,2.0871,0.3693,20.3245,0.9457,1.9052,1.58,2.2293,52.5776,3.1159,4.9732,1.6599,2.6878,7.0878,0.8829,4.8433,1.3236,6.1411,0.6963,1.0586,0.6935,3.0703,0.8717
411,San Angelo,TX,153017,3.55806871735137,3.35448198736195,15.5286194354934,165.2018,55.5847,107.1641,30.2813,25.6711,43.0183,7.6457,0.1612,12.3514,5.4189,0.9755,0.2837,2.0081,9.103,0.1494,27.1206,0.0795,5.3371,2.6336,2.0118,0.155,17.9453,0.1384,2.3973,2.7042,1.586,62.815,4.491,6.8659,3.0634,3.8116,10.6336,2.3539,7.0386,0.2155,7.2993,0.69,0.4112,0.6788,3.4472,0.7004
412,San Antonio,TX,2442395,1.97461744147431,2.69541165066324,9.84368955967525,195.512,63.0331,130.1126,46.9058,27.0347,41.7257,41.3791,1.4769,13.861,6.4661,1.6856,1.9,3.3344,8.0021,1.6019,29.7104,0.9235,7.7263,2.8882,2.9939,1.3888,21.2142,1.1412,3.052,1.1325,3.3756,47.9305,5.639,5.9576,2.8564,4.6806,12.1515,2.057,9.7725,1.4731,8.8364,1.17,2.172,1.5203,3.0194,0.9878
413,Temple,TX,448230,2.16952862882802,2.91963214918906,12.6188125342423,175.9875,64.7434,108.8054,40.7104,21.6708,33.8286,46.3858,0.7355,8.2822,6.3454,1.0138,1.2481,2.2597,10.3591,0.8069,31.4911,0.4236,6.505,3.5419,3.5216,1.0652,23.2125,1.4483,1.6502,0.416,2.607,41.5885,4.8282,5.468,1.9699,4.9273,10.4936,1.0458,8.6791,0.7694,8.4161,0.8352,2.0238,0.508,3.043,0.8096
416,Tyler,TX,533209,2.74653417205971,3.78775868698231,16.3133218898858,176.7249,60.2905,114.1385,38.0458,26.1744,40.1746,11.543,0.8131,12.7691,4.2983,1.2135,1.2743,2.2882,6.7796,1.2089,32.0848,0.2493,6.4636,3.2271,2.6716,0.9197,19.2184,0.1833,2.2161,1.7575,2.8787,57.4078,3.9592,6.0079,2.3873,2.9819,9.093,1.594,7.5923,2.005,7.3064,1.0067,2.8314,0.8965,3.0185,1.1549
417,Victoria,TX,147977,3.9495852740413,4.55665742393794,17.9825057005801,170.7971,61.8265,106.4282,36.3078,25.3238,38.4609,14.4327,1.4163,12.058,4.9276,0.9401,0.4806,2.2504,4.8652,0.2632,34.8234,1.9284,6.9839,2.9895,2.7968,0.8049,15.7854,0.2792,2.1056,1.4828,2.4298,56.9475,3.5474,5.128,3.1144,3.6824,11.4844,2.4916,4.3304,1.9128,8.598,1.3252,2.1762,0.7734,2.2427,0.657
418,Waco,TX,334258,2.57573629471374,3.22808079692403,12.9655603983461,168.7074,60.2312,106.23,31.1726,24.7691,38.7481,25.1511,0.4991,11.5268,4.092,1.3838,0.9699,1.3662,7.2307,0.2726,39.5408,0.4006,7.1001,3.3228,2.1373,1.1448,13.5431,0.5585,1.5138,1.7175,2.1062,51.4308,4.7686,5.3515,2.1657,4.3105,7.4292,1.7085,9.3433,1.5643,8.2608,0.497,1.465,0.4842,2.7249,0.4043
420,Wichita Falls,TX,202913,3.48289866299831,3.58104170998407,15.7398222253799,175.17,63.469,109.1442,34.4327,23.0245,37.4002,20.7084,0.6198,9.7411,4.5737,1.6347,0.7329,2.132,4.1815,0.6052,39.2679,0.5366,7.6462,3.0858,2.1896,1.4681,14.7231,0.6231,1.1698,1.7243,3.6133,54.6894,3.5147,5.3617,2.0317,3.9818,9.7178,1.127,12.7142,2.3235,9.7754,0.1913,1.8729,1.4668,2.7668,0.1421
421,Ogden,UT,434248,1.8823586435105,3.33229466186101,11.4002576473778,164.0838,56.6928,105.3664,35.4793,24.7463,39.5484,17.3063,0.5588,11.5286,4.7684,1.692,0.8903,2.8654,8.5312,1.0927,33.8963,0.3785,6.878,1.6124,1.7243,0.4555,15.1899,1.44,0.7532,1.6386,2.2616,44.8709,4.833,6.5371,3.7449,1.9724,8.3734,2.0775,5.3242,1.4448,6.0726,0.9953,2.2301,1.2526,2.3271,0.1539
422,Provo,UT,517766,1.89957779247908,3.64521514204977,11.7879324187328,143.4495,52.0818,89.1,31.2377,22.9412,31.1937,18.6623,0.629,10.1439,3.7383,0.8778,0.5404,2.9739,6.3874,0.5397,35.0474,0.1353,5.7659,2.2342,1.7006,0.6458,10.8264,0.7662,1.4957,1.227,2.0197,33.7774,5.414,5.2793,1.8979,1.5785,7.0077,2.1251,4.5369,1.3253,4.949,1.5022,2.4825,0.6588,2.0563,0.3929
423,Salt Lake City,UT,1838958,2.09334497043396,3.59750606742999,13.8461157475508,187.6696,62.274,123.191,43.1418,26.6611,41.3329,32.3876,0.7783,13.3495,4.6462,1.2281,1.1378,2.8496,10.5431,0.6737,30.4041,0.7966,6.9424,3.3813,1.961,1.2365,21.026,0.9874,1.3478,1.4099,3.6684,44.9185,5.67,7.7754,2.678,3.7079,11.1269,2.9401,8.8909,1.8661,7.6406,1.0562,3.342,1.0731,2.4424,0.6724
424,Burlington,VT,642955,2.06437422156538,3.67467779325006,17.3539394526663,230.1566,94.2043,134.0128,40.8585,24.8005,48.0426,42.1293,0.7906,11.5424,5.7222,1.1624,2.2597,2.726,9.4945,0.9454,39.6762,0.4048,9.2098,2.8458,2.5889,1.3635,31.8133,0.4964,1.0473,1.2103,4.3414,66.3559,5.3461,7.9853,3.2593,6.7298,23.6477,1.4794,16.8038,1.2686,8.9928,1.2668,1.8341,1.0628,3.051,0.9136
426,Arlington,VA,2121208,1.51485778904087,2.48194856560701,8.39718334185036,213.7036,76.5109,134.5944,47.9864,24.2792,44.9983,26.7317,1.5268,11.0288,7.2734,0.8423,1.3986,3.7593,8.5778,1.2123,23.9479,0.5857,5.9419,4.4347,2.859,1.7395,33.2586,1.4771,2.2397,1.0083,3.4339,71.8114,6.3326,7.2417,2.7499,3.7957,19.2331,1.7932,13.7855,1.9561,8.7875,0.7731,1.77,1.2976,2.7527,0.5582
427,Charlottesville,VA,537067,1.85867241976738,4.04613792305079,14.8054836636702,203.5382,74.1005,126.9222,46.3084,24.8246,37.2056,61.5498,0.7283,11.5793,4.6745,0.625,1.1817,3.0191,10.5816,1.9301,33.301,0.6914,5.3182,3.5051,2.7131,1.5456,22.723,0.7757,2.2264,1.4238,5.2424,48.0484,4.333,6.2914,3.0775,4.1375,18.7765,1.1491,14.2119,1.9302,9.1248,1.4137,1.7987,1.1772,3.1865,1.11
428,Lynchburg,VA,235039,2.13683807876887,3.99388851172683,9.66389190804523,183.4635,68.5573,112.5398,36.6071,23.4301,39.6214,22.53,0.9499,10.3914,5.6801,1.0433,2.2069,2.671,8.4031,1.1371,40.323,0.1587,7.3108,3.1161,2.5405,0.6841,16.0107,1.451,2.3734,1.4243,2.6828,47.1229,3.8147,7.0234,3.1225,3.2425,12.554,2.5512,9.8244,1.007,7.1644,0.5743,1.5649,0.9365,2.5353,0.8418
429,Newport News,VA,555753,1.54396411438909,3.22237764148247,10.6559984713199,211.7753,77.5541,131.6149,46.7371,25.2063,45.9227,21.4308,0.8103,11.9295,5.7741,1.0764,1.2978,3.6157,10.9071,1.1752,38.3979,0.4697,6.6646,3.3131,3.2659,1.0587,24.6742,0.813,1.5282,1.669,3.0205,61.0535,6.3484,7.7059,3.2156,2.4198,14.3751,2.1449,10.4442,2.3137,8.2582,1.0505,2.797,0.9882,3.1942,0.5324
430,Norfolk,VA,1273998,2.14535855298764,3.23559242489168,12.6427991816726,211.5029,72.4898,136.5221,47.717,24.1702,49.0728,33.4559,0.8659,10.9063,5.384,1.2336,1.4195,3.3921,10.6226,0.7778,29.6838,0.7689,8.8155,3.5021,3.1575,1.1803,25.0073,1.0341,2.613,1.6429,3.4357,58.967,5.7495,7.261,3.1561,4.2132,17.5877,2.6717,10.6168,2.4975,9.082,1.1935,2.3136,1.7876,3.5778,1.9098
431,Richmond,VA,1627760,2.75418139393198,3.9344863225358,12.8358562377898,197.2974,70.4909,124.2886,45.2548,23.7018,40.0007,38.6796,1.115,10.4794,7.0278,1.1367,1.6875,2.5457,8.4259,1.5752,29.3854,0.9746,6.0386,3.3785,2.7736,1.1366,24.4599,1.4359,1.9633,1.1276,3.7195,60.8686,4.7601,5.9847,1.972,3.4079,16.7425,1.7264,11.2417,1.944,9.2511,1.5088,2.6718,1.2607,3.3587,0.7775
432,Roanoke,VA,688015,3.2606952918205,3.3537563976739,11.8950769413061,201.0991,73.3128,125.2921,43.0225,24.5379,42.0061,30.5328,1.7119,11.3007,5.3002,1.2199,0.9869,1.7931,10.9226,1.418,35.6971,0.5838,9.1976,3.2525,2.2656,0.8659,23.3251,1.6977,2.0006,1.2874,3.3464,57.6946,4.4611,5.8932,3.0757,4.1762,14.4555,1.2933,11.5803,1.6934,9.2437,1.072,2.666,0.9488,2.7195,0.5731
435,Winchester,VA,403735,2.05461630545853,4.19433380293842,15.5939307882979,187.2594,68.3381,116.4847,39.9614,24.2128,41.6135,19.1348,0.7191,11.0683,4.8505,1.7984,1.5397,2.139,13.3669,0.6742,28.5212,0.8409,7.7024,2.1486,2.4168,0.7347,27.0382,0.8273,1.8958,1.3135,2.5322,53.9206,5.1469,6.555,2.9159,2.0358,12.6272,0.6615,6.9958,1.4235,7.8358,1.0652,0.687,1.0752,3.3278,0.4538
437,Everett,WA,645076,1.44477778777952,2.62893082541003,10.9088227601547,200.2799,80.3249,117.5315,40.4948,24.9205,41.7123,12.4105,0.8987,11.673,4.2847,1.0854,1.6182,2.4616,9.3572,0.7227,45.8357,0.3353,7.3645,3.1702,2.5494,0.9375,22.2267,0.2577,1.4751,0.9485,3.1575,50.1245,4.4975,7.4525,3.5984,3.2763,12.0524,1.7845,7.6322,1.2753,12.1485,1.158,3.1113,0.8769,2.9307,1.1724
438,Olympia,WA,359833,1.83444109019537,2.65695083746232,10.5866060621346,191.825,74.9053,114.2263,41.6011,25.6862,37.9,21.3058,1.3155,12.2777,3.0784,0.7203,0.6968,2.1482,14.3139,0.482,42.5021,0.4338,6.0795,3.253,2.5226,0.6035,18.929,0.1689,1.5571,1.0881,2.3481,48.8522,4.343,7.2004,3.0105,2.2958,13.4596,0.951,7.1208,1.512,5.9541,0.9,1.6997,1.1039,2.48,1.5259
439,Seattle,WA,2617779,1.62730422064777,2.82301144338267,11.6194154174022,233.0806,91.0298,139.7901,52.1522,27.0197,41.5308,34.6554,1.1285,14.0084,5.5437,1.0187,1.7146,3.9728,10.014,1.5025,43.3171,0.9999,5.9972,3.9285,4.0675,2.0424,29.6812,0.593,1.8097,1.3216,4.3077,52.3029,5.2965,7.0443,3.5098,5.4073,17.9239,1.739,13.9581,1.5298,10.7639,1.5763,3.1176,1.3032,2.7914,0.974
440,Spokane,WA,1413983,2.2036674915039,3.24846525590001,12.5612401795219,193.0104,78.4991,112.0501,38.6521,24.4935,38.68,9.952,0.8227,11.2261,5.6526,0.9112,1.0803,2.2607,10.554,0.9767,47.3498,0.4761,7.2744,3.0083,2.2175,0.7463,21.0154,0.7363,1.2979,1.5269,2.5358,43.7747,4.3843,7.4137,3.1668,2.976,10.0135,1.3094,7.1615,1.1199,11.4604,1.0463,1.4951,0.8478,2.6789,0.5549
441,Tacoma,WA,766778,1.62790647334251,2.40190901310798,9.26551196998709,233.1532,86.9075,143.7536,53.1382,28.1733,45.9924,27.1838,1.237,15.1373,5.3526,1.1171,2.233,2.611,11.8339,1.2735,41.4898,1.66,7.6223,4.4198,4.0766,1.326,29.7496,1.0285,1.2121,1.5633,4.4391,56.4089,5.4371,7.6322,3.4065,3.2065,15.5928,2.1804,11.7343,1.8878,11.1346,1.3539,3.5399,1.7335,3.3501,1.1954
442,Yakima,WA,282591,2.20874367569248,2.95361581481458,11.5401199247869,183.2487,78.4115,101.3965,31.2108,24.9331,38.2221,15.4868,0.1441,11.6841,4.399,0.6719,1.7019,1.837,9.4559,0.5414,47.4118,0.138,8.5326,1.9976,1.9813,0.2464,21.6738,0.7729,1.3439,0.9164,1.5831,44.2381,3.4313,7.8903,2.7715,3.1336,10.2927,0.872,6.402,0.9254,6.3471,0.9253,1.4463,0.9257,3.0201,0.6585
443,Charleston,WV,843261,3.25997414134607,4.73360725864033,17.8811001317326,195.1168,79.8197,112.9223,35.78,22.9193,41.5343,29.9035,0.8553,9.6961,5.2211,1.4949,1.5621,1.7521,9.6113,0.9279,41.7867,0.3256,9.1862,2.3327,1.6718,0.7804,23.8901,0.8438,1.3558,1.3762,2.5238,55.3518,4.249,5.601,2.6311,5.0274,14.1739,1.5408,7.0984,1.189,8.9266,0.9928,1.6826,0.7423,3.4166,0.2626
444,Huntington,WV,355755,3.09836573979382,4.74971877298462,17.8413075243383,191.5082,73.9752,115.0824,39.0867,20.4031,40.6698,37.8269,1.2744,7.1915,5.8435,1.964,1.7549,1.9217,8.4254,1.6545,38.4852,0.4779,9.0856,2.5643,2.2279,1.1769,22.0748,1.0128,1.8491,0.9935,3.2516,57.5226,4.1177,4.7126,3.3376,4.7091,13.4637,1.4966,10.0602,1.5036,9.3414,1.1318,1.7469,0.9259,2.3644,0.4565
445,Morgantown,WV,384119,2.93903514925469,4.72466654892562,18.0498889609023,188.6328,69.1561,117.0968,42.305,22.1549,39.5389,59.523,0.7232,8.8299,5.6796,1.5471,2.1625,2.6499,13.6035,0.5538,38.4388,0.4743,8.1256,2.0913,2.9344,0.7144,18.23,0.6865,0.9653,1.5475,4.3689,51.5152,4.8764,5.4957,2.7873,4.6475,12.5462,0.8351,7.8451,1.9468,10.1936,0.5652,1.047,0.8728,2.7851,0.4616
446,Appleton,WI,321461,1.60230267337433,2.83927578639382,10.3521751186224,164.8602,72.7695,89.562,28.7789,20.5612,32.3596,10.3832,1.2102,7.4543,4.0672,0.5903,0.9841,1.1225,6.8327,0.3944,47.5003,0.594,7.3815,0.9232,1.5241,0.4714,17.1972,0.9238,1.8001,1.1531,1.4607,30.4501,3.7013,6.9763,1.4512,3.2578,7.8154,0.8575,5.5705,1.1856,9.3201,1.3849,2.3151,1.0954,2.2807,0.2631
447,Green Bay,WI,510670,2.21804756137691,3.83954307548648,15.8501038480228,187.7967,66.8361,118.4129,39.2601,23.7388,43.3675,7.3095,0.8459,10.5205,4.8491,1.2455,1.8249,1.8465,11.3445,0.8026,32.6038,1.2754,8.2677,2.9264,3.1451,0.6624,21.371,1.554,1.5134,0.9767,2.8346,59.4907,5.526,8.1523,2.7257,3.9132,12.9029,0.9463,8.8066,0.9633,9.0336,0.9687,2.0953,0.7913,2.5727,0.4315
448,La Crosse,WI,346766,2.1455547006015,3.69614520393919,13.0110329766897,205.1973,84.8501,118.1339,45.9601,23.3572,35.7024,31.0272,1.4931,10.0925,4.588,0.9453,1.8118,2.9664,9.4991,1.9806,48.5146,0.8641,8.7674,2.4571,4.7493,0.8517,25.7591,0.881,1.9796,1.8051,4.5723,31.6534,4.1519,6.0882,2.9373,3.5079,9.7532,0.9971,10.0025,1.022,10.5968,0.9806,2.9714,1.7195,2.3641,0.6306
449,Madison,WI,1054670,2.06559453291761,3.22165376473113,14.0584737020288,206.9824,83.9752,120.8234,42.0316,22.6873,38.2565,45.7458,1.7129,9.2762,5.0619,1.2432,2.039,3.225,8.901,1.1795,44.241,1.3684,8.0412,2.5703,2.8481,0.9249,25.6811,0.9023,1.2645,1.527,3.6101,40.6252,5.2441,6.3964,2.7582,4.0713,13.6629,1.1215,13.4417,1.2231,11.1376,1.0996,2.0758,1.681,2.4225,0.4463
450,Marshfield,WI,380547,2.24225066141929,3.54297882469067,13.616215327685,211.8168,90.9377,118.6739,40.8986,23.552,43.0997,19.7314,0.9599,10.2279,4.0539,1.0264,1.1851,2.5829,8.2331,1.0943,44.9202,0.9221,9.0191,3.6735,2.6272,1.3842,31.8391,0.7661,1.3144,1.0509,4.4434,49.8929,5.4319,8.3955,2.8527,4.9491,13.5825,1.4177,6.3123,0.7779,10.4172,0.648,3.3944,1.3721,2.5078,0.2817
451,Milwaukee,WI,2653324,2.51519991293884,3.86426856024053,14.6503688991072,216.3733,76.6825,137.0662,49.5355,28.4314,42.6812,37.5661,1.5076,15.7747,5.9639,1.4141,1.7952,3.1327,10.2109,1.057,31.7059,1.0418,6.4996,3.7514,2.9441,1.4917,29.8216,1.1918,1.8309,1.2759,4.8116,58.5894,5.1093,7.1785,3.1829,5.4931,15.1726,1.3572,11.7203,1.3606,11.6228,1.6448,3.3244,1.3314,2.9485,0.647
452,Neenah,WI,232421,2.33205404870177,3.53861426517353,12.3351224350566,195.334,79.7094,113.644,34.2373,24.1177,41.4093,12.0643,1.2063,10.7198,4.456,1.426,0.6398,1.6459,7.0371,0.6698,40.4829,0.1951,8.0674,1.7272,1.661,0.46,24.3124,1.0625,1.4868,2.3678,4.4689,54.1752,4.0175,6.0157,2.4318,4.5994,14.8699,1.7685,11.0134,1.0595,13.8403,1.2318,2.6098,1.3658,3.1553,0.2459
456,Wausau,WI,191964,1.73948675150504,3.93411033957179,14.7922832106172,206.8574,86.443,118.0587,46.1043,22.2536,39.5277,13.182,1.4362,8.9963,5.0372,1.1519,1.4197,2.4442,12.7081,1.6891,47.9694,0.1527,8.4563,1.7602,2.7391,0.6895,23.8851,0.2061,2.3559,1.2866,3.9754,40.0376,4.3448,7.7301,2.7694,3.6337,14.5683,1.4155,7.2659,0.9006,10.4968,0.8871,4.5622,1.0319,2.7648,0.0978
457,Casper,WY,178745,3.3497206529251,4.42749589355582,16.7282730601376,215.6778,79.7096,133.4012,35.2346,29.0455,59.2515,14.4589,0.6888,16.1681,4.1156,1.3693,0.9553,2.014,10.903,1.1878,56.0217,0.2082,12.7771,2.4342,0.9417,1.174,14.0284,0.1202,1.2263,3.3216,2.2486,70.4625,4.3853,14.11,3.0688,4.2152,9.3606,0.8869,7.3267,0.8029,11.8954,0.7951,2.1512,0.8303,3.2677,0.3795
999,United States,US,298020452,2.41225724863112,3.68826817574519,13.9587157430648,201.9764,71.931,127.4986,45.3875,24.9208,41.5794,34.751,1.0875,11.6734,6.4596,1.2945,1.621,2.9723,8.9038,1.2311,28.6611,0.9147,7.168,3.4246,2.9917,1.4623,28.4068,1.06,1.97,1.319,3.734,55.8616,5.0701,6.3395,2.6804,4.2604,14.8631,1.923,11.4167,1.7714,8.987,1.2036,2.2609,1.1657,2.7693,0.7312
